,title,pitchfork,bnm,year,artist,genre,fantano,_merge
21522,sketches of brunswick east,,,,"king gizzard & the lizard wizard, mild high club",,5.0,right_only
21523,a fever dream,,,,everything everything,,6.0,right_only
21524,still striving,,,,a$ap ferg,,6.0,right_only
21525,science fiction,,,,brand new,,7.0,right_only
21526,alice glass,,,,alice glass,,7.0,right_only
21527,project baby 2,,,,kodak black,,5.0,right_only
21528,black ken,,,,lil b,,5.0,right_only
21530,peasant,,,,richard dawson,,8.0,right_only
21531,who told you to think??!!?!?!?!,,,,milo,,7.0,right_only
21532,rainbow,,,,kesha,,7.0,right_only
21533,savage sinusoid,,,,igorrr,,7.0,right_only
21534,dead cross,,,,dead cross,,7.0,right_only
21535,you will regret,,,,ski mask the slump god,,6.0,right_only
21536,satan's graffiti or god's art?,,,,black lips,,7.0,right_only
21537,the booty tape,,,,ugly god,,5.0,right_only
21538,thin black duke,,,,oxbow,,8.0,right_only
21539,wrong one to fuck with,,,,dying fetus,,8.0,right_only
21540,the autobiography,,,,vic mensa,,6.0,right_only
21541,good for you,,,,aminé,,5.0,right_only
21542,everything now,,,,arcade fire,,4.0,right_only
21543,add violence,,,,nine inch nails,,6.0,right_only
21544,raskit,,,,dizzee rascal,,6.0,right_only
21545,quazarz vs. the jealous machines,,,,shabazz palaces,,5.0,right_only
21546,quazarz: born on a gangster star,,,,shabazz palaces,,3.0,right_only
21547,"howling, for the nightmare shall consume",,,,integrity,,7.0,right_only
21548,lust for life,,,,lana del ray,,6.0,right_only
21549,why love now,,,,pissed jeans,,7.0,right_only
21550,known unknowns,,,,billy woods,,8.0,right_only
21553,hug of thunder,,,,broken social scene,,7.0,right_only
21554,something to tell you,,,,haim,,5.0,right_only
21555,issa album,,,,21 savage,,3.0,right_only
21556,4:44,,,,jay-z,,8.0,right_only
21559,gt ultra,,,,guerilla toss,,8.0,right_only
21562,the underside of power,,,,algiers,,8.0,right_only
21563,crack up,,,,fleet foxes,,8.0,right_only
21564,big fish theory,,,,vince staples,,6.0,right_only
21565,murder of the universe,,,,king gizzard & the lizard wizard,,6.0,right_only
21568,reflections of a floating world,,,,elder,,8.0,right_only
21569,melodrama,,,,lorde,,7.0,right_only
21570,goths,,,,the mountain goats,,8.0,right_only
21571,renaissance,,,,the underachievers,,6.0,right_only
21572,beautiful thugger girls,,,,young thug,,5.0,right_only
21573,bravado,,,,kirin j callinan,,8.0,right_only
21574,ctrl,,,,sza,,7.0,right_only
21575,planetarium,,,,"james mcalister, sufjan stevens, nico mulhy, bryce dessner",,5.0,right_only
21576,witness,,,,katy perry,,6.0,right_only
21577,saturation,,,,brockhampton,,9.0,right_only
21580,somersault,,,,beach fossils,,5.0,right_only
21581,is this the life we really want?,,,,roger waters,,7.0,right_only
21582,relaxer,,,,alt-j,,5.0,right_only
21585,first opus,,,,sinjin hawke,,8.0,right_only
21586,teenage emotions,,,,lil yachty ,,2.0,right_only
21590,rocket,,,,(sandy) alex g,,5.0,right_only
21593,compassion,,,,forest swords,,8.0,right_only
21594,after laughter,,,,paramore,,7.0,right_only
21595,harry styles,,,,harry styles,,4.0,right_only
21596,no shape,,,,perfume genius,,8.0,right_only
21599,slowdive,,,,slowdive,,4.0,right_only
21600,trumpeting ecstasy,,,,full of hell,,6.0,right_only
21601,this old dog,,,,mac demarco,,7.0,right_only
21602,everybody  ,,,,logic,,5.0,right_only
21605,all this i do for glory,,,,colin stetson,,7.0,right_only
21606,pleasure,,,,feist,,8.0,right_only
21607,humanz,,,,gorillaz,,5.0,right_only
21608,more scared than you than you are of me,,,,the smith street band,,5.0,right_only
21609,narkopop,,,,gas,,2.0,right_only
21610,"sincerely, future pollution",,,,timber timbre,,5.0,right_only
21611,50 song memoir,,,,the magnetic fields,,7.0,right_only
21614,damn.,,,,kendrick lamar,,7.0,right_only
21616,arca,,,,arca,,5.0,right_only
21617,all amerikkkan bada$$,,,,joey bada$$,,8.0,right_only
21618,the far field,,,,future islands,,6.0,right_only
21619,pure comedy,,,,father john misty,,9.0,right_only
21621,painting pictures,,,,kodak black,,4.0,right_only
21622,emperor of sand,,,,mastodon,,4.0,right_only
21623,you only live 2wice,,,,freddie gibbs,,6.0,right_only
21624,at what cost,,,,goldlink,,5.0,right_only
21625,uyai,,,,ibibio sound machine,,8.0,right_only
21626,baile bucanero,,,,ondatrópica,,7.0,right_only
21627,heartless,,,,pallbearer,,8.0,right_only
21628,a crow looked at me,,,,mount eerie,,9.0,right_only
21629,greatest hits,,,,remo drive,,7.0,right_only
21630,comformicide,,,,havok,,7.0,right_only
21631,hot thoughts,,,,spoon,,7.0,right_only
21632,in mind,,,,real estate,,5.0,right_only
21633,more life,,,,drake ,,5.0,right_only
21634,rather you than me,,,,rick ross,,6.0,right_only
21635,packs,,,,your old droog,,7.0,right_only
21636,semper fermina,,,,laura marling,,5.0,right_only
21637,brutalism,,,,idles,,8.0,right_only
21638,world eater,,,,blanck mass,,7.0,right_only
21639,number 1 angel,,,,charlie xcx,,7.0,right_only
21640,divide,,,,ed sheeran,,4.0,right_only
21641,english tapas,,,,sleaford mods,,7.0,right_only
21642,forget,,,,xiu xiu,,8.0,right_only
21643,flying microtonal banana,,,,king gizzard & the lizard wizard,,8.0,right_only
21644,dirty projecters,,,,dirty projecters,,7.0,right_only
21645,nightmare logic,,,,power trip,,7.0,right_only
21646,drunk,,,,thundercat,,6.0,right_only
21648,life will see you now,,,,jens lekman,,6.0,right_only
21651,rap album two,,,,jonwayne,,7.0,right_only
21652,future ,,,,future,,5.0,right_only
21653,common as light and love are red valleys of blood,,,,sun kil moon,,9.0,right_only
21654,"being you is great, i wish i could be you more often",,,,quelle chris ,,8.0,right_only
21655,memories are now,,,,jesca hoop ,,7.0,right_only
21656,drogas light,,,,lupe fiasco,,6.0,right_only
21658,process,,,,sampha,,8.0,right_only
21659,crossover ministry ,,,,iron reagan,,6.0,right_only
21660,i decided,,,,big sean,,6.0,right_only
21661,flick your tongue against your teeth and describe the present,,,,bedwetter,,6.0,right_only
21662,ty segall,,,,ty segall ,,6.0,right_only
21663,culture,,,,migos ,,7.0,right_only
21664,a shadow in time ,,,,william basinski,,7.0,right_only
21665,mouth moods,,,,neil cicierega,,9.0,right_only
21666,hang,,,,foxygen,,7.0,right_only
21667,godfather,,,,wiley,,8.0,right_only
21668,duster's lament,,,,yucky duster,,7.0,right_only
21669,forever,,,,code orange ,,8.0,right_only
21670,oczy mlody,,,,the flaming lips,,5.0,right_only
21671,i see you,,,,the xx,,6.0,right_only
21674,not the actual events,,,,nine inch nails,,8.0,right_only
21680,rtj3,,,,run the jewels,,8.0,right_only
21681,"passion, pain & demon slayin'",,,,kid cudi,,4.0,right_only
21682,floss,,,,injury reserve,,8.0,right_only
21683,"awaken, my love!",,,,childish gambino,,7.0,right_only
21684,all your happy life,,,,the wytches,,6.0,right_only
21685,a fistful of peril ,,,,czarface,,6.0,right_only
21688,hard wired...to self destruct ,,,,metallica,,6.0,right_only
21689,women,,,,justice,,5.0,right_only
21690,we got it from here... thank you 4 your service ,,,,a tribe called quest,,9.0,right_only
21691,bonito generation,,,,kero kero bonito,,8.0,right_only
21692,the long dark blue,,,,swain,,8.0,right_only
21693,voices,,,,wormrot,,7.0,right_only
21694,the cozy tapes vol. 1: friends,,,,a$ap mob,,5.0,right_only
21695,the serenity of suffering,,,,korn,,4.0,right_only
21696,1992,,,,the game,,5.0,right_only
21697,beyond the fleeting gate,,,,crying ,,8.0,right_only
21698,worry,,,,jeff rosenstock,,8.0,right_only
21699,self titled (lp2),,,,american football,,5.0,right_only
21702,"22, a million ",,,,bon iver,,5.0,right_only
21703,flames within flames,,,,neurosis,,8.0,right_only
21704,the healing component ,,,,mick jenkins,,5.0,right_only
21706,self-titled ,,,,preoccupations,,8.0,right_only
21707,stage four,,,,touché amoré,,8.0,right_only
21709,end position,,,,street sects,,8.0,right_only
21710,the divine feminine,,,,mac miller ,,4.0,right_only
21711,a.i.m.,,,,m.i.a.,,4.0,right_only
21714,splendor & misery ,,,,clipping.,,8.0,right_only
21716,how to be a human being,,,,glass animals,,6.0,right_only
21717,the sun's tirade,,,,isaiah rashad,,6.0,right_only
21718,my woman,,,,angel olson,,8.0,right_only
21719,prima donna,,,,vince staples,,7.0,right_only
21720,jefferey,,,,young thug,,7.0,right_only
21721,emotion: side b,,,,carly rae jepsen,,8.0,right_only
21723,the bible 2,,,,ajj,,5.0,right_only
21724,blonde/endless,,,,frank ocean,,8.0,right_only
21725,a wierd exits,,,,thee oh sees,,8.0,right_only
21726,sremmlife2,,,,rae sremmurd,,6.0,right_only
21727,p3,,,,partynextdoor,,4.0,right_only
21730,telefone,,,,noname ,,8.0,right_only
21732,dungeon bastards,,,,ghoul,,7.0,right_only
21733,hypercaffium spazzinate ,,,,descendents ,,5.0,right_only
21734,rain temple ,,,,2 8 1 4,,6.0,right_only
21735,body war,,,,show me the body,,8.0,right_only
21736,paidprogramming2,,,,bones,,7.0,right_only
21737,negus,,,,kemba,,7.0,right_only
21740,summer songs 2,,,,lil yachty ,,5.0,right_only
21741,scum with bounderies,,,,the i.l.y's ,,8.0,right_only
21743,handshakes with snakes,,,,apathy ,,7.0,right_only
21744,32 levels,,,,clams casino ,,7.0,right_only
21745,blank face,,,,schoolboy q,,5.0,right_only
21746,the magic,,,,deerhoof ,,7.0,right_only
21747,bobby tarantino ,,,,logic,,5.0,right_only
21748,peach panther,,,,riff raff,,4.0,right_only
21749,the getaway,,,,red hot chilli peppers,,5.0,right_only
21750,lil big pac,,,,kodak black,,3.0,right_only
21751,wriggle,,,,clipping.,,7.0,right_only
21752,the human condition,,,,jon bellion,,5.0,right_only
21759,iiidrops,,,,joey purps,,7.0,right_only
21760,there's alot going on,,,,vic mensa,,5.0,right_only
21761,future present past,,,,the strokes ,,3.0,right_only
21762,skin,,,,flume ,,5.0,right_only
21763,jumalten aika,,,,moonsorrow,,8.0,right_only
21764,99.90%,,,,kaytranada ,,6.0,right_only
21765,pleaides',,,,gorguts,,8.0,right_only
21766,the colour in everything,,,,james blake,,5.0,right_only
21767,terminal redux,,,,vektor ,,8.0,right_only
21768, a moon shaped pool,,,,radiohead,,8.0,right_only
21769,lil uzi vert vs. the world,,,,lil uzi vert,,4.0,right_only
21770,views,,,,drake ,,4.0,right_only
21771,lemonade,,,,beyonce,,8.0,right_only
21772,silhouete of a sunkken city,,,,spark master tape,,2.0,right_only
21773,the hope six demolution project,,,,pj harvey,,7.0,right_only
21774,human preformance,,,,parquet courts,,7.0,right_only
21775,gore,,,,deftones ,,4.0,right_only
21776,metal resistance,,,,babymetal,,6.0,right_only
21777,bbf,,,,babyfather,,6.0,right_only
21778,weezer (the white album),,,,weezer,,8.0,right_only
21779,southern family,,,,various artists,,8.0,right_only
21780,slime season 3,,,,young thug ,,5.0,right_only
21781,made in the manor,,,,kano,,7.0,right_only
21782,one day you will ache like i ache ,,,,the body and full of hell,,7.0,right_only
21783,lil boat,,,,lil yachty ,,7.0,right_only
21784,feelin' kinda free,,,,the drones,,8.0,right_only
21785,post-pop depression,,,,iggy pop ,,7.0,right_only
21786,imperial,,,,denzel curry ,,8.0,right_only
21787,3001: a laced odysses ,,,,flatbush zombies,,6.0,right_only
21788,värähtelijä,,,,oranssi pazuzu,,7.0,right_only
21789,too high to riot,,,,bas,,5.0,right_only
21790,spirit phone,,,,lemon demon,,8.0,right_only
21791,the terrible tales of scurvy jones,,,,mr. yote,,7.0,right_only
21792,untitled unmastered,,,,kendrick lamar,,8.0,right_only
21793,vroom vroom,,,,charli xcx,,8.0,right_only
21794,this unruly mess i've made,,,,macklemore & ryan lewis,,6.0,right_only
21795,warlord,,,,yung lean,,3.0,right_only
21796,space heads,,,,various artists,,2.0,right_only
21797,ultimate care ii,,,,matmos ,,8.0,right_only
21798,self-titled ,,,,nevemn,,7.0,right_only
21799,99 cents,,,,santigold,,7.0,right_only
21800,useless,,,,bones,,7.0,right_only
21801,self-titled ,,,,majid jordan,,4.0,right_only
21802,evol,,,,future ,,6.0,right_only
21803,ritual spirit,,,,massive attack,,8.0,right_only
21804,not to disappear,,,,daughter ,,3.0,right_only
21805,self-titled ,,,,jesu / sun kil moon,,6.0,right_only
21806,malibu,,,,ander .paak ,,7.0,right_only
21807,aquɅria,,,,boots,,6.0,right_only
21808,los suicidas,,,,meridian brothers,,7.0,right_only
21809,★ (blackstar),,,,david bowie,,9.0,right_only
21810,at least for now,,,,benjamin clementine,,7.0,right_only
21811,oblivion access,,,,lil ugly mane,,5.0,right_only
21812,hyperion,,,,krallice,,7.0,right_only
21813,tell me i'm pretty,,,,cage the elephant,,6.0,right_only
21819,king push – darkest before dawn: the prelude,,,,pusha t,,7.0,right_only
21820,ardipithecus,,,,willow smith,,3.0,right_only
21821,stretch music,,,,christian scott atunde adjuah,,7.0,right_only
21822,speedin' bullet to recycle bin,,,,kid cudi,,0.0,right_only
21823,kannon,,,,sunn o))),,6.0,right_only
21825,flockaveli 1.5,,,,waka flocka flame,,7.0,right_only
21826,paper mâché dream balloon,,,,king gizzard & the lizard wizard,,7.0,right_only
21827,haha,,,,the garden,,5.0,right_only
21829,"and after that, we didn't talk",,,,goldlink,,2.0,right_only
21830,thumbs,,,,busdriver,,6.0,right_only
21831,bad neighbor,,,,m.e.d. blu and madlib,,4.0,right_only
21832,chinese nü yr,,,,iglooghost,,8.0,right_only
21833,disharmony,,,,twitching tongues,,3.0,right_only
21834,general admission,,,,machine gun kelly,,3.0,right_only
21835,halfway,,,,uncommon nasa,,7.0,right_only
21836,the documentary 2.5,,,,the game,,8.0,right_only
21837,it's better this way,,,,big k.r.i.t.,,5.0,right_only
21838,the documentary 2,,,,the game,,6.0,right_only
21839,self portrait,,,,loma prieta,,7.0,right_only
21840,b'lieve i'm goin down...,,,,kurt vile,,6.0,right_only
21841,slaves beyond death,,,,black breath,,6.0,right_only
21842,back on top,,,,the front bottoms,,6.0,right_only
21843,what a time to be alive,,,,drake & future,,6.0,right_only
21844,sonic ranch,,,,whitey morgan and the 78's,,7.0,right_only
21845,no closer to heaven,,,,the wonder years,,5.0,right_only
21846,the book of souls,,,,iron maiden,,6.0,right_only
21847,invite the light,,,,dam-funk,,7.0,right_only
21848,the new calassic,,,,cal chuchesta,,3.0,right_only
21849,the anthropocene extinction,,,,cattle decapitation,,8.0,right_only
21850,professional rapper,,,,lil dicky,,2.0,right_only
21851,butter fly,,,,lee scott,,6.0,right_only
21852,suicide euphoria,,,,pissgrave,,7.0,right_only
21853,pound syndrome,,,,hopsin,,3.0,right_only
21854,live from the dentist office,,,,injury reserve,,8.0,right_only
21855,"fingers, bank pads & shoeprints",,,,rp boo,,7.0,right_only
21856,corpo-mente,,,,corpo-mente,,7.0,right_only
21857,ds2,,,,future,,6.0,right_only
21858,free weezy album,,,,lil wayne,,4.0,right_only
21859,freedom!,,,,refused,,4.0,right_only
21860,"god, money, war",,,,king los,,6.0,right_only
21861,everybody is going to heaven,,,,citizen,,3.0,right_only
21862,every hero needs a villain,,,,czarface,,8.0,right_only
21863,summertime 06,,,,vince staples,,6.0,right_only
21864,third side of tape,,,,lil ugly mane,,8.0,right_only
21865,guud,,,,ash koosha,,8.0,right_only
21866,32 zel / planet shrooms,,,,denzel curry,,6.0,right_only
21867,"how big, how blue, how beautiful",,,,florence + the machine,,7.0,right_only
21868,at. long. last. a$ap,,,,a$ap rocky,,5.0,right_only
21869,blurryface,,,,twenty one pilots,,4.0,right_only
21870,simple songs,,,,jim o'rourke,,6.0,right_only
21871,la chaise-dyable,,,,peste noire,,7.0,right_only
21872,choose your weapon,,,,hiatus kaiyote,,5.0,right_only
21873,never were the way she was,,,,colin stetson and sarah neufeld,,8.0,right_only
21874,instant gratification,,,,dance gavin dance,,1.0,right_only
21875,undertow,,,,drenge,,5.0,right_only
21876,living fields,,,,portico,,3.0,right_only
21877,"today, i wrote nothing",,,,billy woods,,7.0,right_only
21878,the powers that b (niggas on the moon / jenny death),,,,death grips,,9.0,right_only
21879,700-fill,,,,ratking,,4.0,right_only
21880,no now,,,,clarence clarity,,8.0,right_only
21881,hand. cannot. erase.,,,,steven wilson,,6.0,right_only
21882,the ecology,,,,fashawn,,5.0,right_only
21883,heavy dancing,,,,swain,,7.0,right_only
21884,we cool?,,,,jeff rosenstock,,8.0,right_only
21885,tĂu,,,,negură bunget,,5.0,right_only
21886,supersonic home,,,,adventures,,7.0,right_only
21887,sour soul,,,,badbadnotgood & ghostface killah,,6.0,right_only
21888,"if you're reading this, it's too late",,,,drake,,8.0,right_only
21889,"man, it feels like space again",,,,pond,,6.0,right_only
21890,kinison,,,,your old droog,,8.0,right_only
21891,a special episode of,,,,open mike eagle,,8.0,right_only
21892,coin coin chapter 3: river run thee,,,,matana roberts,,6.0,right_only
21893,vulnicura,,,,björk,,8.0,right_only
21894,apex predator -- easy meat,,,,napalm death,,8.0,right_only
21901,black messiah,,,,d'angelo and the vanguard,,8.0,right_only
21902,bestiary,,,,hail mary mallon,,5.0,right_only
21903,og maco,,,,og maco,,7.0,right_only
21904,shady xv,,,,various artists,,4.0,right_only
21905,seeds,,,,tvotr,,6.0,right_only
21906,i am your destruction,,,,i am your destruction,,7.0,right_only
21907,past 21: beyond the arctic cell,,,,megaton leviathan,,7.0,right_only
21908,sterilizer,,,,sterilizer,,7.0,right_only
21909,rhythm,,,,wildbirds & peacedrums,,8.0,right_only
21910,coffins on io,,,,kayo dot,,6.0,right_only
21911,between bodies,,,,the world is a beautiful place...,,5.0,right_only
21912,.5: the gray chapter,,,,slipknot,,4.0,right_only
21913,vi: flora,,,,botanist,,8.0,right_only
21914,mr. noah,,,,panda bear,,6.0,right_only
21915,clockwork indigo,,,,clockwork indigo,,7.0,right_only
21916,under pressure,,,,logic,,6.0,right_only
21917,hell can wait,,,,vince staples,,7.0,right_only
21918,banco,,,,sir michael rocks,,7.0,right_only
21919,stn mtn / kauai,,,,childish gambino,,4.0,right_only
21920,you're dead,,,,flying lotus,,8.0,right_only
21921,perfect hair,,,,busdriver,,8.0,right_only
21922,barragán,,,,blonde redhead,,6.0,right_only
21923,i am king,,,,code orange,,6.0,right_only
21924,days before rodeo,,,,travi$ scott,,3.0,right_only
21925,new york telephone,,,,uncommon nasa,,8.0,right_only
21926,true that,,,,michael cera,,5.0,right_only
21929,all you can do,,,,watsky,,4.0,right_only
21930,antemasque,,,,antemasque,,7.0,right_only
21931,leaving,,,,spooky black,,5.0,right_only
21932,the water[s],,,,mick jenkins,,8.0,right_only
21933,cellar door: terminus ut exordium,,,,the underachievers,,7.0,right_only
21934,the thought of you,,,,otis brown iii,,7.0,right_only
21935,two,,,,partynextdoor,,2.0,right_only
21936,pikapika fantajin,,,,kyary pamyu pamyu,,7.0,right_only
21937,mouth sounds / mouth silence,,,,neil cicierega,,8.0,right_only
21938,what is this heart?,,,,how to dress well,,6.0,right_only
21939,the flesh prevails,,,,fallujah,,4.0,right_only
21941,mandatory fun,,,,weird al yankovic,,7.0,right_only
21942,no more,,,,shlohmo & jeremih,,5.0,right_only
21944,roads to the north,,,,panopticon,,8.0,right_only
21945,while (1 is less than 2),,,,deadmau5,,7.0,right_only
21946,1000 forms of fear,,,,sia,,7.0,right_only
21947,the beast of left and right,,,,lazer/wulf,,7.0,right_only
21948,biggie apple,,,,pearls negras,,8.0,right_only
21949,crashing diseases and incurable airplanes,,,,usa out of vietnam,,7.0,right_only
21950,connecticut casual,,,,apathy,,8.0,right_only
21951,caustic window,,,,caustic window,,6.0,right_only
21952,help,,,,zelooperz,,6.0,right_only
21954,garbage,,,,bones,,6.0,right_only
21956,splinters,,,,vallenfyre,,7.0,right_only
21957,ibibio sound machine,,,,ibibio sound machine,,7.0,right_only
21958,christmas island,,,,andrew jackson jihad,,5.0,right_only
21959,iii,,,,badbadnotgood,,7.0,right_only
21960,divide & exit,,,,sleaford mods,,6.0,right_only
21961,death mask,,,,lord mantis,,6.0,right_only
21962,indie cindy,,,,pixies,,4.0,right_only
21963,enclosure,,,,john frusciante,,2.0,right_only
21964,p.t.s.d.,,,,pharoahe monch,,7.0,right_only
21965,sacred white noise,,,,thantifaxath,,8.0,right_only
21966,welcome to fazoland,,,,lil herb,,7.0,right_only
21967,prayer for terrene,,,,idylls,,8.0,right_only
21968,broken ankles,,,,girl talk & freeway,,8.0,right_only
21969,strange journey vol. 3,,,,cunninlynguists,,7.0,right_only
21970,sisyphus,,,,sisyphus,,7.0,right_only
21971,enter the slasher house,,,,avey tare's slasher flicks,,5.0,right_only
21972,hot dreams,,,,timber timbre,,8.0,right_only
21973,no mythologies to follow,,,,mø,,6.0,right_only
21974,wakedafucup,,,,onyx,,7.0,right_only
21975,waterfall,,,,evian christ,,7.0,right_only
21976,piñata,,,,freddie gibbs & madlib,,9.0,right_only
21977,the rooms of the house,,,,la dispute,,7.0,right_only
21978,no label ii,,,,migos,,5.0,right_only
21979,totem,,,,white suns,,8.0,right_only
21980,terrestrials,,,,sunn o))) & ulver,,6.0,right_only
21981,labyrinth constellation,,,,artificial brain,,8.0,right_only
21982,love death immortality,,,,glitch mob,,3.0,right_only
21983,dead,,,,young fathers,,6.0,right_only
21984,try not to destroy everything you love,,,,an autumn for crippled children,,7.0,right_only
21985,fuck off get free we pour light on everything,,,,silver mount zion,,8.0,right_only
21986,murmur,,,,murmur,,8.0,right_only
21987,alternate/endings,,,,lee bannon,,6.0,right_only
21988,forceps,,,,calvaiire,,7.0,right_only
21989,beyoncé,,,,beyoncé,,6.0,right_only
21995,rival dealer,,,,burial,,5.0,right_only
21996,arabrot,,,,arabrot,,6.0,right_only
21997,knock madness,,,,hopsin,,3.0,right_only
21998,6ix commandments,,,,da mafia 6ix,,8.0,right_only
22000,ghost at the finish line,,,,quelle chris,,7.0,right_only
22001,parasite brain,,,,soupcans,,7.0,right_only
22002,artpop,,,,lady gaga,,6.0,right_only
22003,"portals to a better, dead world",,,,cara neir,,7.0,right_only
22004,blue chips 2,,,,action bronson & party supplies,,6.0,right_only
22005,big machines and peculiar beings,,,,the debauchees,,7.0,right_only
22006,no poison no paradise,,,,black milk,,8.0,right_only
22007,blood tears,,,,sisu,,6.0,right_only
22008,chemistry of consciousness,,,,toxic holocaust,,6.0,right_only
22009,melophobia,,,,cage the elephant,,8.0,right_only
22010,burials,,,,afi,,2.0,right_only
22011,flying colours,,,,shad,,7.0,right_only
22012,race music,,,,armand hammer,,8.0,right_only
22014,valonielu,,,,oranssi pazuzu,,6.0,right_only
22015,lousy with sylvianbriar,,,,of montreal,,8.0,right_only
22016,watcher,,,,haunted horses,,7.0,right_only
22017,is survived by,,,,touché amoré,,8.0,right_only
22018,betteroffdead,,,,flatbush zombies,,8.0,right_only
22019,hubardo,,,,kayo dot,,7.0,right_only
22020,nostalgic 64,,,,denzel curry,,7.0,right_only
22021,the electric lady,,,,janelle monáe,,7.0,right_only
22022,the golden age,,,,dizzy wright,,5.0,right_only
22023,law & order,,,,jonathan rado,,4.0,right_only
22024,gnk,,,,yc the cynic,,8.0,right_only
22025,the lords of flatbush,,,,the underachievers,,5.0,right_only
22026,endless night,,,,toad,,7.0,right_only
22027,something else,,,,tech n9ne,,4.0,right_only
22028,the blind hole,,,,dead in the dirt,,6.0,right_only
22029,ceres & calypso in the deep time,,,,candy claws,,7.0,right_only
22033,scratch n' sniff (mini),,,,stone titan,,8.0,right_only
22034,the blackest beautiful,,,,letlive.,,5.0,right_only
22037,blood donation,,,,mariam the believer,,8.0,right_only
22040,the headless ritual,,,,autopsy,,6.0,right_only
22041,magna carta... holy grail,,,,jay-z,,6.0,right_only
22043,nandacollection,,,,kyary pamyu pamyu,,8.0,right_only
22046,kismet,,,,mr. muthafuckin' exquire,,7.0,right_only
22047,tape two,,,,young fathers,,8.0,right_only
22048,krak attack 2: the ballad of elli skiff,,,,cx kidtronik,,6.0,right_only
22049,...like clockwork,,,,queens of the stone age,,9.0,right_only
22050,owl pharaoh,,,,travis scott,,3.0,right_only
22051,"whenever, if ever",,,,the world is a beautiful place and i am no longer afraid to die,,7.0,right_only
22052,howl,,,,this routine is hell,,8.0,right_only
22053,endless fantasy,,,,anamanaguchi,,6.0,right_only
22054,one of us is the killer,,,,the dillinger escape plan,,8.0,right_only
22055,hokey fright,,,,the uncluded,,7.0,right_only
22056,lung,,,,little women,,6.0,right_only
22057,legends never die,,,,r.a. the rugged man,,6.0,right_only
22058,"sugarbread 7""",,,,soap&skin,,7.0,right_only
22059,twelve reasons to die,,,,ghostface killah and adrian younge,,8.0,right_only
22060,sempiternal,,,,bring me the horizon,,4.0,right_only
22061,har nevo,,,,the black heart rebellion,,7.0,right_only
22062,hit the waves,,,,the mary onettes,,7.0,right_only
22063,i see seaweed,,,,the drones,,8.0,right_only
22064,the next day,,,,the game,,7.0,right_only
22065,saturday,,,,dope body,,7.0,right_only
22066,the raven that refused to sing (and other stories),,,,steven wilson,,5.0,right_only
22067,laid out,,,,shlohmo,,8.0,right_only
22068,czarface,,,,czarface,,6.0,right_only
22069,crusher,,,,grave babies,,7.0,right_only
22070,midcity,,,,clipping,,8.0,right_only
22071,push the sky away,,,,nick cave and the bad seeds,,5.0,right_only
22072,mbv,,,,my bloody valentine,,8.0,right_only
22073,quantum leap,,,,dumbo gets mad,,6.0,right_only
22074,comadre,,,,comadre,,8.0,right_only
22075,13.0.0.0.0,,,,ttng (this town needs guns),,7.0,right_only
22076,peep: the aprocalypse,,,,the progressive era,,8.0,right_only
22077,decompositions: volume number one,,,,circles takes the square,,6.0,right_only
22078,long.live.a$ap,,,,a$ap rocky,,7.0,right_only
22079,things that happen at day / things that happen at night,,,,milo,,8.0,right_only
22084,is your love big enough?,,,,lianne la havas,,7.0,right_only
22085,we don't even live here,,,,p.o.s,,5.0,right_only
22086,love is love // return to dust,,,,code orange kids,,6.0,right_only
22087,floral shoppe,,,,macintosh plus,,4.0,right_only
22088,instrumental tourist,,,,tim hecker and daniel lopatin,,5.0,right_only
22089,wiki93,,,,ratking,,5.0,right_only
22090,rare chandeliers,,,,action bronson and the alchemist,,8.0,right_only
22091,koi no yokan,,,,deftones,,6.0,right_only
22092,dripping,,,,pile,,8.0,right_only
22093,made possible,,,,the bad plus,,8.0,right_only
22094,3rd,,,,hoax,,6.0,right_only
22095,in the middle of infinity,,,,3:33,,6.0,right_only
22096,"good kid, m.a.a.d. city",,,,kendrick lamar,,9.0,right_only
22097,the parallax ii: future sequence,,,,between the buried and me,,4.0,right_only
22098,pbx funicular intaglio zone,,,,john frusciante,,2.0,right_only
22099,the heist,,,,macklemore and ryan lewis,,7.0,right_only
22100,'allelujah! don't bend! ascend!,,,,godspeed you! black emperor,,8.0,right_only
22101,babel,,,,mumford & sons,,6.0,right_only
22102,anx,,,,dark time sunshine,,7.0,right_only
22103,food & liquor 2: the great american rap album pt. 1,,,,lupe fiasco,,5.0,right_only
22105,floral green,,,,title fight,,7.0,right_only
22106,love this giant,,,,david byrne & st. vincent,,7.0,right_only
22107,ondatrópica,,,,ondatrópica,,9.0,right_only
22108,results,,,,murder construct,,8.0,right_only
22109,welcome to: our house,,,,slaughterhouse,,3.0,right_only
22110,lord$ never worry,,,,a$ap mob,,3.0,right_only
22111,autotheism,,,,the faceless,,5.0,right_only
22112,metahuman,,,,eprom,,7.0,right_only
22113,lo fi hi fives,,,,r. stevie moore,,7.0,right_only
22114,eschatological scatology,,,,gnaw their tongues,,7.0,right_only
22115,tnght,,,,tnght,,9.0,right_only
22116,no youth,,,,wreck and reference,,7.0,right_only
22117,yellow and green,,,,baroness,,7.0,right_only
22118,cocody,,,,h-sik,,7.0,right_only
22119,clockwork angels,,,,rush,,6.0,right_only
22120,mysterious phonk: the chronicles of spvcxxghxztpvrrp,,,,spaceghostpurrp,,5.0,right_only
22121,drought,,,,deathspell omega,,8.0,right_only
