,title,pitchfork,bnm,year,artist,genre,fantano,_merge
3464,jimmy the burnout,7.7,0.0,2014.0,nocando,rap,6.0,both
3492,g i r l,6.2,0.0,2014.0,pharrell,pop/r&b,3.0,both
3513,atlas,8.8,1.0,2014.0,real estate,rock,3.0,both
3519,oxymoron,7.8,0.0,2014.0,schoolboy q,rap,7.0,both
3520,"home, like noplace is there",8.2,0.0,2014.0,the hotelier,rock,6.0,both
3530,present tense,8.2,0.0,2014.0,wild beasts,rock,7.0,both
3531,the satanist,8.2,0.0,2014.0,behemoth,,9.0,both
3534,morning phase,6.8,0.0,2014.0,beck,rock,4.0,both
3539,st. vincent,8.6,1.0,2014.0,st. vincent,rock,7.0,both
3564,burn your fire for no witness,8.3,1.0,2014.0,angel olsen,rock,5.0,both
3574,cilvia demo,8.2,0.0,2014.0,isaiah rashad,rap,6.0,both
3583,sun structures,5.5,0.0,2014.0,temples,rock,5.0,both
3603,the unnatural world,7.8,0.0,2014.0,have a nice life,,8.0,both
3608,angel guts: red classroom,6.6,0.0,2014.0,xiu xiu,rock,7.0,both
3609,angel guts: red classroom,6.6,0.0,2014.0,xiu xiu,experimental,7.0,both
3623,benji,9.2,1.0,2014.0,sun kil moon,folk/country,9.0,both
3642,ghettoville,6.7,0.0,2014.0,actress,rock,8.0,both
3643,ghettoville,6.7,0.0,2014.0,actress,electronic,8.0,both
3653,transgender dysphoria blues,7.5,0.0,2014.0,against me!,rock,5.0,both
3657,lord steppington,7.3,0.0,2014.0,step brothers,rap,8.0,both
3659,spaces,7.8,0.0,2013.0,nils frahm,experimental,7.0,both
3661,from all purity,8.2,0.0,2014.0,indian,rock,8.0,both
3662,from all purity,8.2,0.0,2014.0,indian,metal,8.0,both
3674,rave tapes,6.0,0.0,2014.0,mogwai,rock,6.0,both
3681,eighteen hours of static,7.0,0.0,2014.0,big ups,rock,8.0,both
3732,because the internet,5.8,0.0,2013.0,childish gambino,rap,5.0,both
3738,nina,4.7,0.0,2013.0,xiu xiu,rock,8.0,both
3739,nina,4.7,0.0,2013.0,xiu xiu,experimental,8.0,both
3789,dorner vs. tookie,7.5,0.0,2013.0,hellfyre club,,7.0,both
3820,government plates,8.4,1.0,2013.0,death grips,rap,6.0,both
3821,government plates,8.4,1.0,2013.0,death grips,experimental,6.0,both
3831,how to stop your brain in an accident,7.4,0.0,2013.0,future of the left,rock,8.0,both
3843,cupid deluxe,8.5,1.0,2013.0,blood orange,pop/r&b,2.0,both
3848,julia with blue jeans on,7.7,0.0,2013.0,moonface,rock,7.0,both
3858,aleph,7.8,0.0,2013.0,gesaffelstein,,5.0,both
3871,the marshall mathers lp 2,4.7,0.0,2013.0,eminem,rap,7.0,both
3876,matangi,6.5,0.0,2013.0,m.i.a.,global,7.0,both
3877,matangi,6.5,0.0,2013.0,m.i.a.,pop/r&b,7.0,both
3900,"night time, my time",8.1,0.0,2013.0,sky ferreira,rock,4.0,both
3901,"night time, my time",8.1,0.0,2013.0,sky ferreira,pop/r&b,4.0,both
3906,reflektor,9.2,1.0,2013.0,arcade fire,rock,5.0,both
3927,drone logic,7.2,0.0,2013.0,daniel avery,electronic,8.0,both
3947,beautiful rewind,7.4,0.0,2013.0,four tet,electronic,7.0,both
3958,virgins,8.3,1.0,2013.0,tim hecker,experimental,9.0,both
3963,static,6.8,0.0,2013.0,cults,rock,4.0,both
3980,my name is my name,8.0,0.0,2013.0,pusha t,rap,6.0,both
3991,psychic,9.0,1.0,2013.0,darkside,rock,8.0,both
3997,r plus seven,8.4,1.0,2013.0,oneohtrix point never,experimental,6.0,both
4003,old,8.7,1.0,2013.0,danny brown,rap,7.0,both
4014,vapor city,7.8,0.0,2013.0,machinedrum,electronic,7.0,both
4016,fetch,7.8,0.0,2013.0,melt-banana,rock,9.0,both
4017,fetch,7.8,0.0,2013.0,melt-banana,experimental,9.0,both
4050,nothing was the same,8.6,1.0,2013.0,drake,rap,5.0,both
4070,dynamics,6.3,0.0,2013.0,holy ghost!,rock,7.0,both
4071,dynamics,6.3,0.0,2013.0,holy ghost!,electronic,7.0,both
4078,dream river,8.5,1.0,2013.0,bill callahan,rock,8.0,both
4079,fever hunting,7.9,0.0,2013.0,modern life is war,,7.0,both
4080,nature noir,6.3,0.0,2013.0,crystal stilts,rock,6.0,both
4081,nature noir,6.3,0.0,2013.0,crystal stilts,experimental,6.0,both
4084,mgmt,6.2,0.0,2013.0,mgmt,rock,6.0,both
4085,mgmt,6.2,0.0,2013.0,mgmt,electronic,6.0,both
4092,factory floor,8.2,0.0,2013.0,factory floor,electronic,6.0,both
4104,am,8.0,0.0,2013.0,arctic monkeys,rock,3.0,both
4116,kiss land,6.2,0.0,2013.0,the weeknd,pop/r&b,5.0,both
4124,pain is beauty,8.0,0.0,2013.0,chelsea wolfe,rock,8.0,both
4139,hesitation marks,7.0,0.0,2013.0,nine inch nails,rock,6.0,both
4142,forever,7.1,0.0,2013.0,holograms,,6.0,both
4149,6 feet beneath the moon,7.3,0.0,2013.0,king krule,rock,7.0,both
4166,colored sands,8.2,0.0,2013.0,gorguts,,8.0,both
4175,trap lord,7.5,0.0,2013.0,a$ap ferg,rap,7.0,both
4185,an object,6.2,0.0,2013.0,no age,rock,6.0,both
4190,doris,8.3,1.0,2013.0,earl sweatshirt,rap,6.0,both
4195,loud city song,8.6,1.0,2013.0,julia holter,electronic,8.0,both
4208,dour candy,7.8,0.0,2013.0,billy woods,,7.0,both
4217,paracosm,7.4,0.0,2013.0,washed out,rock,6.0,both
4218,paracosm,7.4,0.0,2013.0,washed out,electronic,6.0,both
4228,edward sharpe & the magnetic zeros,4.5,0.0,2013.0,edward sharpe & the magnetic zeros,rock,3.0,both
4248,dysnomia,7.9,0.0,2013.0,dawn of midi,,5.0,both
4261,tempest,7.9,0.0,2013.0,lycus,metal,7.0,both
4273,the night's gambit,8.0,0.0,2013.0,ka,rap,8.0,both
4283,body music,7.6,0.0,2013.0,alunageorge,pop/r&b,7.0,both
4301,return to annihilation,8.0,0.0,2013.0,locrian,metal,6.0,both
4306,slow focus,8.7,1.0,2013.0,fuck buttons,electronic,6.0,both
4338,summer knights,6.8,0.0,2013.0,joey bada$$,rap,7.0,both
4355,melt yourself down,6.4,0.0,2013.0,melt yourself down,,7.0,both
4367,the inheritors,8.2,0.0,2013.0,james holden,electronic,7.0,both
4371,run the jewels,8.5,1.0,2013.0,run the jewels,rap,8.0,both
4401,watching movies with the sound off,7.0,0.0,2013.0,mac miller,rap,6.0,both
4405,born sinner,6.0,0.0,2013.0,j. cole,rap,5.0,both
4415,with love,7.9,0.0,2013.0,zomby,electronic,5.0,both
4420,yeezus,9.5,1.0,2013.0,kanye west,rap,5.0,both
4421,yessir whatever,7.4,0.0,2013.0,quasimoto,rap,7.0,both
4445,soft will,7.9,0.0,2013.0,smith westerns,rock,8.0,both
4450,sunbather,8.9,1.0,2013.0,deafheaven,metal,8.0,both
4455,tomorrow's harvest,8.3,1.0,2013.0,boards of canada,electronic,6.0,both
4461,apocalypse,8.2,0.0,2013.0,thundercat,electronic,3.0,both
4465,immunity,8.5,1.0,2013.0,jon hopkins,electronic,8.0,both
4479,settle,9.1,1.0,2013.0,disclosure,electronic,7.0,both
4489,once i was an eagle,8.1,0.0,2013.0,laura marling,rock,7.0,both
4495,hanging gardens,7.8,0.0,2013.0,classixx,electronic,6.0,both
4497,innocence is kinky,7.8,0.0,2013.0,jenny hval,experimental,7.0,both
4515,obsidian,8.6,1.0,2013.0,baths,rock,6.0,both
4516,obsidian,8.6,1.0,2013.0,baths,electronic,6.0,both
4539,trouble will find me,8.4,1.0,2013.0,the national,rock,4.0,both
4545,random access memories,8.8,1.0,2013.0,daft punk,electronic,8.0,both
4560,silver wilkinson,6.2,0.0,2013.0,bibio,electronic,7.0,both
4567,modern vampires of the city,9.3,1.0,2013.0,vampire weekend,rock,7.0,both
4577,indicud,4.0,0.0,2013.0,kid cudi,rock,2.0,both
4578,indicud,4.0,0.0,2013.0,kid cudi,rap,2.0,both
4589,acid rap,8.4,1.0,2013.0,chance the rapper,rap,6.0,both
4590,new history warfare vol. 3: to see more light,8.1,0.0,2013.0,colin stetson,experimental,7.0,both
4591,moody coup,7.5,0.0,2013.0,co la,electronic,6.0,both
4594,silence yourself,8.7,1.0,2013.0,savages,rock,8.0,both
4598,teethed glory and injury,6.8,0.0,2013.0,altar of plagues,rock,9.0,both
4599,teethed glory and injury,6.8,0.0,2013.0,altar of plagues,metal,9.0,both
4601,monomania,8.3,1.0,2013.0,deerhunter,rock,6.0,both
4626,ready to die,5.6,0.0,2013.0,iggy and the stooges,rock,4.0,both
4627,ready to die,5.6,0.0,2013.0,iggy and the stooges,electronic,4.0,both
4638,true romance,8.3,1.0,2013.0,charli xcx,pop/r&b,3.0,both
4651,king remembered in time,6.8,0.0,2013.0,big k.r.i.t.,rap,7.0,both
4652,king remembered in time,6.8,0.0,2013.0,big k.r.i.t.,pop/r&b,7.0,both
4656,bankrupt!,7.5,0.0,2013.0,phoenix,rock,5.0,both
4670,infestissumam,5.8,0.0,2013.0,ghost,,5.0,both
4675,excavation,8.7,1.0,2013.0,the haxan cloak,experimental,8.0,both
4687,mosquito,6.0,0.0,2013.0,yeah yeah yeahs,rock,5.0,both
4688,floating coffin,8.0,0.0,2013.0,thee oh sees,rock,5.0,both
4695,the north borders,6.0,0.0,2013.0,bonobo,jazz,6.0,both
4696,the north borders,6.0,0.0,2013.0,bonobo,electronic,6.0,both
4701,wakin on a pretty daze,8.5,1.0,2013.0,kurt vile,rock,8.0,both
4707,overgrown,8.0,0.0,2013.0,james blake,pop/r&b,7.0,both
4712,shaking the habitual,8.4,1.0,2013.0,the knife,experimental,9.0,both
4713,shaking the habitual,8.4,1.0,2013.0,the knife,electronic,9.0,both
4723,the terror,7.8,0.0,2013.0,the flaming lips,rock,6.0,both
4726,abandon all life,8.0,0.0,2013.0,nails,metal,7.0,both
4741,wolf,7.8,0.0,2013.0,"tyler, the creator",rap,6.0,both
4757,nostalchic,7.4,0.0,2013.0,lapalux,electronic,7.0,both
4764,afraid of heights,7.8,0.0,2013.0,wavves,rock,6.0,both
4769,comedown machine,6.1,0.0,2013.0,the strokes,rock,5.0,both
4773,meir,7.2,0.0,2013.0,kvelertak,metal,8.0,both
4781,entrench,8.2,0.0,2013.0,ken mode,metal,7.0,both
4792,the 20/20 experience,8.4,1.0,2013.0,justin timberlake,pop/r&b,5.0,both
4797,muchacho,8.8,1.0,2013.0,phosphorescent,rock,6.0,both
4827,new moon,8.2,0.0,2013.0,the men,rock,4.0,both
4848,woman,8.5,1.0,2013.0,rhye,rock,6.0,both
4884,amok,6.9,0.0,2013.0,atoms for peace,experimental,7.0,both
4887,the underground resistance,7.4,0.0,2013.0,darkthrone,metal,6.0,both
4895,vexovoid,8.0,0.0,2013.0,portal,,5.0,both
4906,exai,5.9,0.0,2013.0,autechre,electronic,8.0,both
4912,you're nothing,8.6,1.0,2013.0,iceage,rock,8.0,both
4913,clash the truth,5.8,0.0,2013.0,beach fossils,rock,8.0,both
4914,clash the truth,5.8,0.0,2013.0,beach fossils,experimental,8.0,both
4917,miracle mile,5.2,0.0,2013.0,strfkr,rock,3.0,both
4918,miracle mile,5.2,0.0,2013.0,strfkr,pop/r&b,3.0,both
4936,holy fire,7.6,0.0,2013.0,foals,rock,5.0,both
4937,indigoism,8.0,0.0,2013.0,the underachievers,rap,7.0,both
4938,waiting for something to happen,7.5,0.0,2013.0,veronica falls,rock,6.0,both
4939,waiting for something to happen,7.5,0.0,2013.0,veronica falls,experimental,6.0,both
4942,honeys,8.1,0.0,2013.0,pissed jeans,,7.0,both
4947,vertikal,6.8,0.0,2013.0,cult of luna,,5.0,both
4955,the eulogy,7.5,0.0,2013.0,cakes da killa,rap,8.0,both
4963,ii,7.3,0.0,2013.0,unknown mortal orchestra,rock,7.0,both
4970,oddfellows,6.8,0.0,2013.0,tomahawk,rock,6.0,both
4971,oddfellows,6.8,0.0,2013.0,tomahawk,metal,6.0,both
4974,the man who died in his boat,8.3,1.0,2013.0,grouper,rock,7.0,both
4975,the man who died in his boat,8.3,1.0,2013.0,grouper,electronic,7.0,both
4993,general dome,7.0,0.0,2013.0,buke and gase,,8.0,both
4996,hummingbird,8.1,0.0,2013.0,local natives,rock,5.0,both
4997,heartthrob,7.3,0.0,2013.0,tegan and sara,rock,3.0,both
5003,home,7.8,0.0,2013.0,nosaj thing,electronic,5.0,both
5016,we are the 21st century ambassadors of peace & magic,8.4,1.0,2013.0,foxygen,rock,8.0,both
5021,anything in return,7.9,0.0,2013.0,toro y moi,electronic,4.0,both
5038,california x,7.8,0.0,2012.0,california x,rock,6.0,both
5049,fade,8.1,0.0,2013.0,yo la tengo,rock,7.0,both
5050,light up gold,8.0,0.0,2012.0,parquet courts,rock,7.0,both
5053,{awayland},5.5,0.0,2013.0,villagers,rock,7.0,both
5086,truant / rough sleeper,8.4,1.0,2012.0,burial,experimental,8.0,both
5087,truant / rough sleeper,8.4,1.0,2012.0,burial,electronic,8.0,both
5101,finally rich,7.5,0.0,2012.0,chief keef,rap,4.0,both
5114,jesus piece,6.0,0.0,2012.0,the game,rap,5.0,both
5128,duality,8.0,0.0,2012.0,captain murphy,rap,7.0,both
5141,roomful of teeth,7.0,0.0,2012.0,roomful of teeth,,7.0,both
5144,wu-block,6.5,0.0,2012.0,wu-block,,6.0,both
5147,bish bosch,8.0,0.0,2012.0,scott walker,rock,7.0,both
5151,widowmaker,6.2,0.0,2012.0,dragged into sunlight,,6.0,both
5164,into the future,5.9,0.0,2012.0,bad brains,rock,3.0,both
5186,movement,8.1,0.0,2012.0,holly herndon,experimental,7.0,both
5187,wild water kingdom,7.2,0.0,2012.0,heems,rap,5.0,both
5188,jessica pratt,7.5,0.0,2012.0,jessica pratt,folk/country,7.0,both
5192,the odds,8.0,0.0,2012.0,the evens,rock,8.0,both
5193,the odds,8.0,0.0,2012.0,the evens,metal,8.0,both
5223,(iii),8.0,0.0,2012.0,crystal castles,electronic,4.0,both
5231,alone together,7.8,0.0,2012.0,karriem riggins,,8.0,both
5244,lux,8.0,0.0,2012.0,brian eno,experimental,6.0,both
5255,zeros,7.0,0.0,2012.0,the soft moon,rock,4.0,both
5262,order of noise,7.0,0.0,2012.0,vessel,,7.0,both
5263,2,8.2,1.0,2012.0,mac demarco,rock,6.0,both
5274,luxury problems,8.7,1.0,2012.0,andy stott,electronic,7.0,both
5275,honor found in decay,7.9,0.0,2012.0,neurosis,metal,7.0,both
5282,cobra juicy,7.6,0.0,2012.0,black moth super rainbow,electronic,5.0,both
5283,world music,8.1,0.0,2012.0,goat,experimental,5.0,both
5291,agnus dei,7.4,0.0,2012.0,the secret,,5.0,both
5292,local business,7.0,0.0,2012.0,titus andronicus,rock,6.0,both
5303,the haunted man,8.4,1.0,2012.0,bat for lashes,rock,7.0,both
5306,book burner,8.0,0.0,2012.0,pig destroyer,metal,6.0,both
5325,unknown rooms: a collection of acoustic songs,7.7,0.0,2012.0,chelsea wolfe,rock,7.0,both
5327,jiaolong,7.5,0.0,2012.0,daphni,electronic,6.0,both
5339,all we love we leave behind,8.6,1.0,2012.0,converge,metal,8.0,both
5340,numbers,6.7,0.0,2012.0,mellowhype,rap,3.0,both
5347,metz,8.5,1.0,2012.0,metz,rock,6.0,both
5358,lonerism,9.0,1.0,2012.0,tame impala,rock,8.0,both
5362,no love deep web,8.2,0.0,2012.0,death grips,rap,8.0,both
5363,no love deep web,8.2,0.0,2012.0,death grips,experimental,8.0,both
5368,kaleidoscope dream,8.4,1.0,2012.0,miguel,pop/r&b,6.0,both
5379,transcendental youth,7.8,0.0,2012.0,the mountain goats,rock,7.0,both
5380,the 2nd law,5.5,0.0,2012.0,muse,rock,3.0,both
5384,until the quiet comes,8.5,1.0,2012.0,flying lotus,electronic,7.0,both
5394,an awesome wave,4.8,0.0,2012.0,alt-j,rock,8.0,both
5420,i bet on sky,7.9,0.0,2012.0,dinosaur jr.,rock,7.0,both
5423,piramida,5.7,0.0,2012.0,efterklang,rock,5.0,both
5425,total loss,8.4,1.0,2012.0,how to dress well,pop/r&b,6.0,both
5426,total loss,8.4,1.0,2012.0,how to dress well,electronic,6.0,both
5427,kin,7.6,0.0,2012.0,iamamiwhoami,rock,8.0,both
5428,kin,7.6,0.0,2012.0,iamamiwhoami,electronic,8.0,both
5433,breakthrough,7.7,0.0,2012.0,the gaslamp killer,rap,8.0,both
5438,bend beyond,8.1,0.0,2012.0,woods,rock,7.0,both
5443,shields,9.1,1.0,2012.0,grizzly bear,rock,6.0,both
5449,held,8.0,0.0,2012.0,holy other,rock,6.0,both
5450,held,8.0,0.0,2012.0,holy other,electronic,6.0,both
5462,half way home,8.0,0.0,2012.0,angel olsen,rock,7.0,both
5474,coexist,7.5,0.0,2012.0,the xx,pop/r&b,4.0,both
5475,coexist,7.5,0.0,2012.0,the xx,electronic,4.0,both
5480,i know what love isn't,7.7,0.0,2012.0,jens lekman,rock,7.0,both
5487,ocean roar,8.1,0.0,2012.0,mount eerie,rock,5.0,both
5497,centipede hz,7.4,0.0,2012.0,animal collective,rock,6.0,both
5498,centipede hz,7.4,0.0,2012.0,animal collective,experimental,6.0,both
5509,america,7.1,0.0,2012.0,dan deacon,electronic,5.0,both
5511,give me my flowers while i can still smell them,6.8,0.0,2012.0,blu & exile,,7.0,both
5514,pink,8.2,0.0,2012.0,four tet,electronic,7.0,both
5515,key to the kuffs,7.3,0.0,2012.0,jj doom,,6.0,both
5520,nocturne,8.3,1.0,2012.0,wild nothing,rock,8.0,both
5521,beams,7.3,0.0,2012.0,matthew dear,rock,8.0,both
5522,beams,7.3,0.0,2012.0,matthew dear,electronic,8.0,both
5523,years past matter,8.2,0.0,2012.0,krallice,metal,8.0,both
5524,based on a t.r.u. story,4.5,0.0,2012.0,2 chainz,rap,4.0,both
5526,the seer,9.0,1.0,2012.0,swans,rock,8.0,both
5531,mature themes,8.5,1.0,2012.0,ariel pink's haunted graffiti,rock,6.0,both
5532,mature themes,8.5,1.0,2012.0,ariel pink's haunted graffiti,experimental,6.0,both
5541,hasta la muerte,7.0,0.0,2012.0,xibalba,metal,8.0,both
5543,devotion,8.5,1.0,2012.0,jessie ware,rock,4.0,both
5553,see the world given to a one love entity,7.2,0.0,2012.0,guardian alien,,6.0,both
5555,four,4.9,0.0,2012.0,bloc party,rock,7.0,both
5569,instinct,7.9,0.0,2012.0,niki and the dove,pop/r&b,6.0,both
5578,no idols,7.4,0.0,2012.0,domo genesis,rap,5.0,both
5605,silencing machine,8.0,0.0,2012.0,nachtmystium,rock,8.0,both
5606,silencing machine,8.0,0.0,2012.0,nachtmystium,metal,8.0,both
5612,holograms,7.1,0.0,2012.0,holograms,,8.0,both
5621,"god forgives, i don't",6.8,0.0,2012.0,rick ross,rap,3.0,both
5627,advaitic songs,5.2,0.0,2012.0,om,rock,5.0,both
5628,advaitic songs,5.2,0.0,2012.0,om,metal,5.0,both
5644,shrines,8.4,1.0,2012.0,purity ring,electronic,6.0,both
5651,gossamer,8.4,1.0,2012.0,passion pit,pop/r&b,6.0,both
5653,take the kids off broadway,7.9,0.0,2012.0,foxygen,rock,8.0,both
5655,life is good,8.3,1.0,2012.0,nas,rap,4.0,both
5670,channel orange,9.5,1.0,2012.0,frank ocean,pop/r&b,7.0,both
5676,unsound,7.7,0.0,2012.0,mission of burma,,6.0,both
5677,live from the underground,7.1,0.0,2012.0,big k.r.i.t.,rap,7.0,both
5678,live from the underground,7.1,0.0,2012.0,big k.r.i.t.,pop/r&b,7.0,both
5681,skelethon,8.2,0.0,2012.0,aesop rock,rap,7.0,both
5688,swing lo magellan,8.8,1.0,2012.0,dirty projectors,rock,6.0,both
5692,confess,8.6,1.0,2012.0,twin shadow,rock,5.0,both
5719,no,7.2,0.0,2012.0,old man gloom,,6.0,both
5722,1999,8.0,0.0,2012.0,joey bada$$,rap,7.0,both
5727,slaughterhouse,8.7,1.0,2012.0,ty segall band,rock,8.0,both
5754,oceania,6.3,0.0,2012.0,the smashing pumpkins,rock,6.0,both
5774,the bravest man in the universe,6.2,0.0,2012.0,bobby womack,rock,6.0,both
5775,the bravest man in the universe,6.2,0.0,2012.0,bobby womack,jazz,6.0,both
5786,there's no leaving now,7.1,0.0,2012.0,the tallest man on earth,folk/country,8.0,both
5792,in our heads,8.0,0.0,2012.0,hot chip,electronic,7.0,both
5793,synthetica,7.0,0.0,2012.0,metric,rock,3.0,both
5812,the stoned immaculate,7.1,0.0,2012.0,curren$y,rap,3.0,both
5819,control system,8.1,0.0,2012.0,ab-soul,rap,8.0,both
5825,wixiw,7.8,0.0,2012.0,liars,rock,7.0,both
5826,wixiw,7.8,0.0,2012.0,liars,experimental,7.0,both
5847,celebration rock,8.8,1.0,2012.0,japandroids,rock,5.0,both
5869,clear moon,8.3,1.0,2012.0,mount eerie,rock,7.0,both
5876,cancer for cure,8.5,1.0,2012.0,el-p,rap,6.0,both
5877,natural history,7.9,0.0,2012.0,dope body,rock,9.0,both
5881,ufabulum,6.3,0.0,2012.0,squarepusher,electronic,6.0,both
5891,the only place,6.2,0.0,2012.0,best coast,rock,3.0,both
5897,r.a.p. music,8.6,1.0,2012.0,killer mike,rap,8.0,both
5902,bloom,9.1,1.0,2012.0,beach house,rock,8.0,both
5917,off!,7.1,0.0,2012.0,off!,rock,7.0,both
5918,off!,7.1,0.0,2012.0,off!,metal,7.0,both
5923,galaxy garden,8.2,0.0,2012.0,lone,electronic,8.0,both
5948,"world, you need a change of mind",6.4,0.0,2012.0,kindness,rock,7.0,both
5949,"world, you need a change of mind",6.4,0.0,2012.0,kindness,electronic,7.0,both
5985,sentenced to life,7.6,0.0,2012.0,black breath,,8.0,both
5988,the money store,8.7,1.0,2012.0,death grips,rap,10.0,both
5989,the money store,8.7,1.0,2012.0,death grips,experimental,10.0,both
5995,blunderbuss,7.8,0.0,2012.0,jack white,rock,6.0,both
5996,harmonicraft,6.5,0.0,2012.0,torche,metal,8.0,both
6028,dross glop,7.8,0.0,2012.0,battles,rock,6.0,both
6034,sweet heart sweet light,8.8,1.0,2012.0,spiritualized,rock,8.0,both
6035,sweet heart sweet light,8.8,1.0,2012.0,spiritualized,experimental,8.0,both
6036,with siinai: heartbreaking bravery,7.1,0.0,2012.0,moonface,rock,6.0,both
6041,mr. impossible,7.7,0.0,2012.0,black dice,rock,5.0,both
6042,mr. impossible,7.7,0.0,2012.0,black dice,experimental,5.0,both
6056,quakers,7.1,0.0,2012.0,quakers,rap,5.0,both
6072,de vermis mysteriis,8.2,0.0,2012.0,high on fire,metal,8.0,both
6090,kill for love,8.7,1.0,2012.0,chromatics,rock,4.0,both
6091,kill for love,8.7,1.0,2012.0,chromatics,electronic,4.0,both
6095,locked down,7.5,0.0,2012.0,dr. john,folk/country,7.0,both
6096,spooky action at a distance,8.4,1.0,2012.0,lotus plaza,rock,6.0,both
6097,spooky action at a distance,8.4,1.0,2012.0,lotus plaza,experimental,6.0,both
6098,acousmatic sorcery,7.2,0.0,2012.0,willis earl beal,experimental,4.0,both
6111,awe naturale,7.5,0.0,2012.0,theesatisfaction,rock,8.0,both
6166,port of morrow,8.4,1.0,2012.0,the shins,rock,5.0,both
6167,wreck,7.6,0.0,2012.0,unsane,rock,7.0,both
6206,love at the bottom of the sea,6.1,0.0,2012.0,the magnetic fields,rock,5.0,both
6207,love at the bottom of the sea,6.1,0.0,2012.0,the magnetic fields,experimental,5.0,both
6225,open your heart,8.5,1.0,2012.0,the men,rock,7.0,both
6232,possession,7.6,0.0,2012.0,christian mistress,metal,8.0,both
6235,sorrow and extinction,8.4,1.0,2012.0,pallbearer,metal,7.0,both
6256,put your back n 2 it,8.4,1.0,2012.0,perfume genius,rock,9.0,both
6257,put your back n 2 it,8.4,1.0,2012.0,perfume genius,experimental,9.0,both
6281,blood for the master,4.8,0.0,2012.0,goatwhore,metal,7.0,both
6292,reign of terror,8.2,0.0,2012.0,sleigh bells,pop/r&b,5.0,both
6298,visions,8.5,1.0,2012.0,grimes,pop/r&b,5.0,both
6315,"angels of darkness, demons of light ii",7.9,0.0,2012.0,earth,rock,6.0,both
6316,"angels of darkness, demons of light ii",7.9,0.0,2012.0,earth,metal,6.0,both
6322,given to the wild,4.0,0.0,2012.0,the maccabees,rock,5.0,both
6323,given to the wild,4.0,0.0,2012.0,the maccabees,electronic,5.0,both
6349,paralytic stalks,4.6,0.0,2012.0,of montreal,rock,7.0,both
6360,the horror,7.5,0.0,2012.0,pop. 1280,rock,7.0,both
6365,old ideas,7.4,0.0,2012.0,leonard cohen,rock,5.0,both
6372,tramp,7.9,0.0,2012.0,sharon van etten,rock,7.0,both
6378,born to die,5.5,0.0,2012.0,lana del rey,pop/r&b,3.0,both
6384,habits & contradictions,8.4,1.0,2012.0,schoolboy q,rap,5.0,both
6389,nehru jackets,6.5,0.0,2012.0,heems,rap,8.0,both
6400,mu.zz.le,7.8,0.0,2012.0,gonjasufi,rock,6.0,both
6408,resolution,3.9,0.0,2012.0,lamb of god,metal,3.0,both
6412,attack on memory,8.6,1.0,2012.0,cloud nothings,rock,8.0,both
6418,something,8.0,0.0,2012.0,chairlift,pop/r&b,7.0,both
6483,glimmer,7.7,0.0,2011.0,jacaszek,rock,7.0,both
6484,glimmer,7.7,0.0,2011.0,jacaszek,jazz,7.0,both
6485,glimmer,7.7,0.0,2011.0,jacaszek,electronic,7.0,both
6499,let's go eat the factory,6.9,0.0,2012.0,guided by voices,rock,6.0,both
6500,purple naked ladies,6.0,0.0,2011.0,the internet,pop/r&b,4.0,both
6504,echoes of silence,8.1,0.0,2011.0,the weeknd,pop/r&b,8.0,both
6510,live music,6.2,0.0,2011.0,the strange boys,rock,7.0,both
6511,live music,6.2,0.0,2011.0,the strange boys,electronic,7.0,both
6516,blue slide park,1.0,0.0,2011.0,mac miller,rap,5.0,both
6538,el camino,7.4,0.0,2011.0,the black keys,rock,6.0,both
6539,camp,1.6,0.0,2011.0,childish gambino,rap,2.0,both
6545,radioactive,6.5,0.0,2011.0,yelawolf,rap,5.0,both
6579,50 words for snow,8.5,1.0,2011.0,kate bush,pop/r&b,7.0,both
6616,take care,8.6,1.0,2011.0,drake,rap,6.0,both
6620,replica,8.8,1.0,2011.0,oneohtrix point never,experimental,8.0,both
6634,humor risk,7.6,0.0,2011.0,cass mccombs,rock,6.0,both
6638,crazy clown time,6.1,0.0,2011.0,david lynch,rock,5.0,both
6639,crazy clown time,6.1,0.0,2011.0,david lynch,experimental,5.0,both
6648,parallax,8.7,1.0,2011.0,atlas sound,rock,6.0,both
6654,ambition,6.7,0.0,2011.0,wale,rap,4.0,both
6705,"audio, video, disco",5.3,0.0,2011.0,justice,electronic,5.0,both
6710,bad as me,8.1,0.0,2011.0,tom waits,rock,7.0,both
6734,all things will unwind,6.5,0.0,2011.0,my brightest diamond,rock,6.0,both
6740,glass swords,8.0,0.0,2011.0,rustie,electronic,7.0,both
6741,severant,7.7,0.0,2011.0,kuedo,electronic,6.0,both
6744,"hurry up, we're dreaming",9.1,1.0,2011.0,m83,rock,4.0,both
6745,"hurry up, we're dreaming",9.1,1.0,2011.0,m83,electronic,4.0,both
6771,abzu,7.4,0.0,2011.0,absu,metal,8.0,both
6803,metals,7.7,0.0,2011.0,feist,rock,4.0,both
6809,the hunter,7.5,0.0,2011.0,mastodon,metal,5.0,both
6811,cole world: the sideline story,6.1,0.0,2011.0,j. cole,rap,6.0,both
6818,cerebral ballzy,4.8,0.0,2011.0,cerebral ballzy,rock,3.0,both
6819,cerebral ballzy,4.8,0.0,2011.0,cerebral ballzy,metal,3.0,both
6827,heritage,6.9,0.0,2011.0,opeth,metal,5.0,both
6831,the whole love,6.9,0.0,2011.0,wilco,rock,7.0,both
